Tempo (s);Carga (g);Posicao (mm)
4,027;132,8;21,1
4,027;132,8;21,1
4,039;133,2;21,1
4,039;133,2;21,1
4,039;133,2;21,1
4,052;133,5;21,1
4,052;133,5;21,1
4,052;133,5;21,1
4,064;133,9;21,1
4,064;133,9;21,1
4,064;133,9;21,1
4,078;134,2;21
4,078;134,2;21
4,078;134,2;21
4,09;134,6;21
4,09;134,6;21
4,09;134,6;21
4,103;135;21
4,103;135;21
4,103;135;21
4,116;135,4;21
4,116;135,4;21
4,116;135,4;21
4,129;135,8;21
4,129;135,8;21
4,129;135,8;21
4,141;136,2;21
4,141;136,2;21
4,141;136,2;21
4,155;136,7;21
4,155;136,7;21
4,155;136,7;21
4,168;137,1;21
4,168;137,1;21
4,168;137,1;21
4,18;137,5;20,9
4,18;137,5;20,9
4,18;137,5;20,9
4,194;137,9;20,9
4,194;137,9;20,9
4,194;137,9;20,9
4,207;138,3;20,9
4,207;138,3;20,9
4,207;138,3;20,9
4,219;138,6;20,9
4,219;138,6;20,9
4,219;138,6;20,9
4,231;139;20,9
4,231;139;20,9
4,231;139;20,9
4,245;139,4;20,9
4,245;139,4;20,9
4,245;139,4;20,9
4,257;139,7;20,9
4,257;139,7;20,9
4,257;139,7;20,9
4,27;140;20,9
4,27;140;20,9
4,27;140;20,9
4,283;140,4;20,8
4,283;140,4;20,8
4,283;140,4;20,8
4,296;140,7;20,8
4,296;140,7;20,8
4,296;140,7;20,8
4,309;141;20,8
4,309;141;20,8
4,309;141;20,8
4,322;141,3;20,8
4,322;141,3;20,8
4,322;141,3;20,8
4,335;141,6;20,8
4,335;141,6;20,8
4,335;141,6;20,8
4,347;141,9;20,8
4,347;141,9;20,8
4,347;141,9;20,8
4,36;142,2;20,8
4,36;142,2;20,8
4,36;142,2;20,8
4,373;142,5;20,7
4,373;142,5;20,7
4,373;142,5;20,7
4,386;142,9;20,7
4,386;142,9;20,7
4,386;142,9;20,7
4,398;143,2;20,7
4,398;143,2;20,7
4,398;143,2;20,7
4,412;143,5;20,7
4,412;143,5;20,7
4,412;143,5;20,7
4,424;143,8;20,7
4,424;143,8;20,7
4,424;143,8;20,7
4,437;144,1;20,7
