Tempo (s);Carga (g);Posicao (mm)
3,663;1,7;23,3
3,663;1,7;23,3
3,677;1,5;23,3
3,677;1,5;23,3
3,677;1,5;23,3
3,691;1,2;23,4
3,691;1,2;23,4
3,691;1,2;23,4
3,704;1,1;23,5
3,704;1,1;23,5
3,704;1,1;23,5
3,717;0,9;23,5
3,717;0,9;23,5
3,717;0,9;23,5
3,73;0,7;23,6
3,73;0,7;23,6
3,73;0,7;23,6
3,743;0,6;23,6
3,743;0,6;23,6
3,743;0,6;23,6
3,756;0,5;23,7
3,756;0,5;23,7
3,756;0,5;23,7
3,77;0,4;23,8
3,77;0,4;23,8
3,77;0,4;23,8
3,783;0,3;23,8
3,783;0,3;23,8
3,783;0,3;23,8
3,796;0,2;23,9
3,796;0,2;23,9
3,796;0,2;23,9
3,808;0,1;24
3,808;0,1;24
3,808;0,1;24
3,823;0,1;24
3,823;0,1;24
3,823;0,1;24
3,836;0,1;24,1
3,836;0,1;24,1
3,836;0,1;24,1
3,849;0,1;24,2
3,849;0,1;24,2
3,849;0,1;24,2
3,863;0,1;24,2
3,863;0,1;24,2
3,863;0,1;24,2
3,875;0;24,3
3,875;0;24,3
3,875;0;24,3
3,888;0;24,4
3,888;0;24,4
3,888;0;24,4
3,902;0;24,4
3,902;0;24,4
3,902;0;24,4
3,915;0;24,5
3,915;0;24,5
3,915;0;24,5
3,928;0;24,5
3,928;0;24,5
3,928;0;24,5
3,941;0;24,6
3,941;0;24,6
3,941;0;24,6
3,954;0;24,7
3,954;0;24,7
3,954;0;24,7
3,968;0,1;24,7
3,968;0,1;24,7
3,968;0,1;24,7
3,982;0,1;24,8
3,982;0,1;24,8
3,982;0,1;24,8
3,994;0,1;24,9
3,994;0,1;24,9
3,994;0,1;24,9
4,007;0,1;24,9
4,007;0,1;24,9
4,007;0,1;24,9
4,02;0,2;25
4,02;0,2;25
4,02;0,2;25
4,034;0,2;25,1
4,034;0,2;25,1
4,034;0,2;25,1
4,047;0,1;25,1
4,047;0,1;25,1
4,047;0,1;25,1
4,059;0,1;25,2
4,059;0,1;25,2
4,059;0,1;25,2
4,073;0,1;25,3
4,073;0,1;25,3
4,073;0,1;25,3
4,086;0,1;25,3
4,086;0,1;25,3
4,086;0,1;25,3
4,099;0,1;25,4
4,099;0,1;25,4
4,099;0,1;25,4
4,114;0,1;25,5
4,114;0,1;25,5
4,114;0,1;25,5
4,128;0;25,5
4,128;0;25,5
4,128;0;25,5
4,14;0;25,5
4,14;0;25,5
4,14;0;25,5
4,154;0;25,5
4,154;0;25,5
4,154;0;25,5
4,166;0;25,5
4,166;0;25,5
4,166;0;25,5
4,178;0;25,5
4,178;0;25,5
4,178;0;25,5
4,191;0;25,5
4,191;0;25,5
4,191;0;25,5
4,204;0;25,5
4,204;0;25,5
4,204;0;25,5
4,217;0,1;25,5
4,217;0,1;25,5
4,217;0,1;25,5
4,229;0,1;25,5
4,229;0,1;25,5
4,229;0,1;25,5
4,242;0,1;25,5
4,242;0,1;25,5
4,242;0,1;25,5
4,255;0,1;25,5
4,255;0,1;25,5
4,255;0,1;25,5
4,268;0,2;25,5
4,268;0,2;25,5
4,268;0,2;25,5
4,281;0,2;25,5
4,281;0,2;25,5
4,281;0,2;25,5
4,294;0,2;25,5
4,294;0,2;25,5
4,294;0,2;25,5
4,306;0,2;25,5
4,306;0,2;25,5
4,306;0,2;25,5
4,318;0,3;25,5
4,318;0,3;25,5
4,318;0,3;25,5
4,332;0,3;25,5
4,332;0,3;25,5
4,332;0,3;25,5
4,344;0,3;25,5
4,344;0,3;25,5
4,344;0,3;25,5
4,356;0,3;25,5
4,356;0,3;25,5
4,356;0,3;25,5
4,37;0,3;25,5
4,37;0,3;25,5
4,37;0,3;25,5
4,382;0,2;25,5
4,382;0,2;25,5
4,382;0,2;25,5
4,395;0,2;25,5
4,395;0,2;25,5
4,395;0,2;25,5
4,409;0,2;25,5
4,409;0,2;25,5
4,409;0,2;25,5
4,421;0,2;25,5
4,421;0,2;25,5
4,421;0,2;25,5
4,433;0,1;25,5
4,433;0,1;25,5
4,433;0,1;25,5
4,446;0,1;25,5
4,446;0,1;25,5
4,446;0,1;25,5
4,459;0,1;25,5
4,459;0,1;25,5
4,459;0,1;25,5
4,472;0;25,5
4,472;0;25,5
4,472;0;25,5
4,484;0;25,5
4,484;0;25,5
4,484;0;25,5
4,497;0;25,5
4,497;0;25,5
4,497;0;25,5
4,51;0;25,5
4,51;0;25,5
4,51;0;25,5
4,522;0;25,5
4,522;0;25,5
4,522;0;25,5
4,536;0;25,5
4,536;0;25,5
4,536;0;25,5
4,548;0;25,5
4,548;0;25,5
4,548;0;25,5
4,561;0;25,5
4,561;0;25,5
4,561;0;25,5
4,573;0;25,5
4,573;0;25,5
4,573;0;25,5
4,586;0;25,5
4,586;0;25,5
4,586;0;25,5
4,599;0;25,5
4,599;0;25,5
4,599;0;25,5
4,611;0;25,5
4,611;0;25,5
4,611;0;25,5
4,624;0;25,5
4,624;0;25,5
4,624;0;25,5
4,637;0;25,5
4,637;0;25,5
4,637;0;25,5
4,649;0;25,5
4,649;0;25,5
4,649;0;25,5
4,661;0;25,5
4,661;0;25,5
4,661;0;25,5
4,675;0;25,5
4,675;0;25,5
4,675;0;25,5
4,688;0;25,5
4,688;0;25,5
4,688;0;25,5
4,7;0;25,5
4,7;0;25,5
4,7;0;25,5
4,713;0;25,5
4,713;0;25,5
4,713;0;25,5
4,726;0;25,5
4,726;0;25,5
4,726;0;25,5
4,738;0;25,5
4,738;0;25,5
4,738;0;25,5
4,751;0;25,5
4,751;0;25,5
4,751;0;25,5
4,764;0;25,5
4,764;0;25,5
4,764;0;25,5
4,776;0;25,5
4,776;0;25,5
4,776;0;25,5
4,788;0;25,5
4,788;0;25,5
4,788;0;25,5
4,802;0;25,5
4,802;0;25,5
4,802;0;25,5
4,815;0;25,5
4,815;0;25,5
4,815;0;25,5
4,827;0;25,5
4,827;0;25,5
4,827;0;25,5
4,84;0;25,5
4,84;0;25,5
4,84;0;25,5
4,853;0;25,5
4,853;0;25,5
4,853;0;25,5
4,865;0;25,5
4,865;0;25,5
4,865;0;25,5
4,879;0;25,5
4,879;0;25,5
4,879;0;25,5
4,891;0;25,5
4,891;0;25,5
4,891;0;25,5
4,903;0;25,5
4,903;0;25,5
4,903;0;25,5
4,916;0;25,5
4,916;0;25,5
4,916;0;25,5
4,929;0;25,5
4,929;0;25,5
4,929;0;25,5
4,941;0;25,5
4,941;0;25,5
4,941;0;25,5
4,954;0;25,5
4,954;0;25,5
4,954;0;25,5
4,968;0;25,5
4,968;0;25,5
4,968;0;25,5
4,98;0;25,5
4,98;0;25,5
4,98;0;25,5
4,992;0;25,5
4,992;0;25,5
4,992;0;25,5
5,006;0;25,5
5,006;0;25,5
5,006;0;25,5
5,018;0;25,5
5,018;0;25,5
5,018;0;25,5
5,03;0;25,5
5,03;0;25,5
5,03;0;25,5
5,043;0;25,5
5,043;0;25,5
5,043;0;25,5
5,056;0;25,5
5,056;0;25,5
5,056;0;25,5
5,068;0;25,5
5,068;0;25,5
5,068;0;25,5
5,081;0;25,5
5,081;0;25,5
5,081;0;25,5
5,095;0;25,5
5,095;0;25,5
5,095;0;25,5
5,107;0;25,5
5,107;0;25,5
5,107;0;25,5
5,119;0;25,5
5,119;0;25,5
5,119;0;25,5
5,133;0;25,5
5,133;0;25,5
5,133;0;25,5
5,145;0;25,5
5,145;0;25,5
5,145;0;25,5
5,157;0;25,5
5,157;0;25,5
5,157;0;25,5
5,17;0;25,5
5,17;0;25,5
5,17;0;25,5
5,183;0;25,5
5,183;0;25,5
5,183;0;25,5
5,195;0;25,5
5,195;0;25,5
5,195;0;25,5
5,208;0;25,5
5,208;0;25,5
5,208;0;25,5
5,221;0;25,5
5,221;0;25,5
5,221;0;25,5
5,234;0;25,5
5,234;0;25,5
5,234;0;25,5
5,246;0;25,5
5,246;0;25,5
5,246;0;25,5
5,259;0;25,5
5,259;0;25,5
5,259;0;25,5
5,272;0;25,5
5,272;0;25,5
5,272;0;25,5
5,284;0;25,5
5,284;0;25,5
5,284;0;25,5
5,297;0;25,5
5,297;0;25,5
5,297;0;25,5
5,31;0;25,5
5,31;0;25,5
5,31;0;25,5
5,322;0;25,5
5,322;0;25,5
5,322;0;25,5
5,335;0;25,5
5,335;0;25,5
5,335;0;25,5
5,348;0;25,5
5,348;0;25,5
5,348;0;25,5
5,36;0;25,5
5,36;0;25,5
5,36;0;25,5
5,373;0;25,5
5,373;0;25,5
5,373;0;25,5
5,386;0;25,5
5,386;0;25,5
5,386;0;25,5
5,399;0;25,5
